Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude,03-01-2020
Ohio,United States,2020-01-01,3,0,0,40.417287,-82.907123,03-26-2020
Pennsylvania,United States,2020-01-01,3,0,0,41.203322,-77.194525,03-26-2020
Tennessee,United States,2020-01-01,8,0,0,35.517491,-86.580447,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Arizona,United States,2020-01-01,0,0,0,34.048928,-111.093731,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
South Carolina,United States,2020-01-01,50,0,0,33.836081,-81.163725,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
South Carolina,United States,2020-01-01,2,0,0,33.836081,-81.163725,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Texas,United States,2020-01-01,4,0,0,31.968599,-99.901813,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Mississippi,United States,2020-01-01,2,0,0,32.354668,-89.398528,03-26-2020
North Dakota,United States,2020-01-01,0,0,0,47.551493,-101.002012,03-26-2020
Texas,United States,2020-01-01,2,0,0,31.968599,-99.901813,03-26-2020
Illinois,United States,2020-01-01,1,0,0,40.633125,-89.398528,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Tennessee,United States,2020-01-01,1,0,0,35.517491,-86.580447,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
Texas,United States,2020-01-01,9,0,0,31.968599,-99.901813,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
North Carolina,United States,2020-01-01,24,0,0,35.759573,-79.0193,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Colorado,United States,2020-01-01,57,1,0,39.550051,-105.782067,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Georgia,United States,2020-01-01,75,1,0,32.157435,-82.907123,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Alaska,United States,2020-01-01,0,0,0,63.588753,-154.493062,03-26-2020
Alabama,United States,2020-01-01,0,0,0,32.318231,-86.902298,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
North Carolina,United States,2020-01-01,0,0,0,35.759573,-79.0193,03-26-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-26-2020
Georgia,United States,2020-01-01,21,0,0,32.157435,-82.907123,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,2,0,0,35.517491,-86.580447,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,40,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
New York,United States,2020-01-01,2,0,0,43.299428,-74.217933,03-26-2020
Ohio,United States,2020-01-01,53,0,0,40.417287,-82.907123,03-26-2020
Tennessee,United States,2020-01-01,30,1,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Massachusetts,United States,2020-01-01,55,1,0,42.407211,-71.382437,03-26-2020
Massachusetts,United States,2020-01-01,17,0,0,42.407211,-71.382437,03-26-2020
West Virginia,United States,2020-01-01,0,0,0,38.597626,-80.454903,03-26-2020
South Carolina,United States,2020-01-01,0,0,0,33.836081,-81.163725,03-26-2020
Virginia,United States,2020-01-01,1,0,0,37.431573,-78.656894,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,9,1,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Maine,United States,2020-01-01,0,0,0,45.253783,-69.445469,03-26-2020
Mississippi,United States,2020-01-01,6,1,0,32.354668,-89.398528,03-26-2020
Ohio,United States,2020-01-01,2,0,0,40.417287,-82.907123,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
West Virginia,United States,2020-01-01,1,0,0,38.597626,-80.454903,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Tennessee,United States,2020-01-01,1,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,2,0,0,31.968599,-99.901813,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
West Virginia,United States,2020-01-01,0,0,0,38.597626,-80.454903,03-26-2020
Maryland,United States,2020-01-01,9,0,0,39.045755,-76.641271,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
North Carolina,United States,2020-01-01,11,1,0,35.759573,-79.0193,03-26-2020
Oregon,United States,2020-01-01,0,0,0,43.804133,-120.554201,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Texas,United States,2020-01-01,203,2,0,31.968599,-99.901813,03-26-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,3,0,0,41.878003,-93.097702,03-26-2020
Kentucky,United States,2020-01-01,10,0,0,37.839333,-84.270018,03-26-2020
Mississippi,United States,2020-01-01,31,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
West Virginia,United States,2020-01-01,3,0,0,38.597626,-80.454903,03-26-2020
Virginia,United States,2020-01-01,3,0,0,37.431573,-78.656894,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Connecticut,United States,2020-01-01,138,2,0,41.603221,-73.087749,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Hawaii,United States,2020-01-01,4,0,0,19.898682,-155.665857,03-26-2020
Tennessee,United States,2020-01-01,1,0,0,35.517491,-86.580447,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Texas,United States,2020-01-01,11,0,0,31.968599,-99.901813,03-26-2020
North Carolina,United States,2020-01-01,0,0,0,35.759573,-79.0193,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Kentucky,United States,2020-01-01,2,0,0,37.839333,-84.270018,03-26-2020
North Carolina,United States,2020-01-01,6,0,0,35.759573,-79.0193,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Indiana,United States,2020-01-01,21,0,0,40.551217,-85.602364,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Minnesota,United States,2020-01-01,128,0,0,46.729553,-94.6859,03-26-2020
Virginia,United States,2020-01-01,21,2,0,37.431573,-78.656894,03-26-2020
Alabama,United States,2020-01-01,0,0,0,32.318231,-86.902298,03-26-2020
Georgia,United States,2020-01-01,25,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,1,0,0,41.878003,-93.097702,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Missouri,United States,2020-01-01,1,0,0,37.964253,-91.831833,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
New York,United States,2020-01-01,7,0,0,43.299428,-74.217933,03-26-2020
Florida,United States,2020-01-01,9,0,0,27.664827,-81.515754,03-26-2020
North Carolina,United States,2020-01-01,3,0,0,35.759573,-79.0193,03-26-2020
North Dakota,United States,2020-01-01,0,0,0,47.551493,-101.002012,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
New Mexico,United States,2020-01-01,0,0,0,34.97273,-105.032363,03-26-2020
Texas,United States,2020-01-01,9,0,0,31.968599,-99.901813,03-26-2020
Ohio,United States,2020-01-01,1,0,0,40.417287,-82.907123,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Florida,United States,2020-01-01,5,0,0,27.664827,-81.515754,03-26-2020
Montana,United States,2020-01-01,1,0,0,46.879682,-110.362566,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Florida,United States,2020-01-01,142,1,0,27.664827,-81.515754,03-26-2020
New Hampshire,United States,2020-01-01,30,1,0,43.193852,-71.572395,03-26-2020
Michigan,United States,2020-01-01,5,0,0,44.314844,-85.602364,03-26-2020
Mississippi,United States,2020-01-01,43,0,0,32.354668,-89.398528,03-26-2020
Colorado,United States,2020-01-01,1,0,0,39.550051,-105.782067,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Texas,United States,2020-01-01,5,0,0,31.968599,-99.901813,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
North Carolina,United States,2020-01-01,2,0,0,35.759573,-79.0193,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Mississippi,United States,2020-01-01,7,1,0,32.354668,-89.398528,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Hawaii,United States,2020-01-01,68,0,0,19.898682,-155.665857,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Oregon,United States,2020-01-01,1,0,0,43.804133,-120.554201,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Alaska,United States,2020-01-01,0,0,0,63.588753,-154.493062,03-26-2020
Virginia,United States,2020-01-01,0,0,0,37.431573,-78.656894,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
South Carolina,United States,2020-01-01,20,1,0,33.836081,-81.163725,03-26-2020
Arkansas,United States,2020-01-01,1,0,0,35.20105,-91.831833,03-26-2020
Wyoming,United States,2020-01-01,0,0,0,43.075968,-107.290284,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Alabama,United States,2020-01-01,3,0,0,32.318231,-86.902298,03-26-2020
Georgia,United States,2020-01-01,9,0,0,32.157435,-82.907123,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Tennessee,United States,2020-01-01,3,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Indiana,United States,2020-01-01,6,1,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Maryland,United States,2020-01-01,49,0,0,39.045755,-76.641271,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
New Jersey,United States,2020-01-01,441,1,0,40.058324,-74.405661,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Colorado,United States,2020-01-01,1,0,0,39.550051,-105.782067,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
South Dakota,United States,2020-01-01,1,0,0,43.969515,-99.901813,03-26-2020
California,United States,2020-01-01,10,0,0,36.778261,-119.417932,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Nevada,United States,2020-01-01,0,0,0,38.80261,-116.419389,03-26-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
New Jersey,United States,2020-01-01,39,0,0,40.058324,-74.405661,03-26-2020
Pennsylvania,United States,2020-01-01,0,0,0,41.203322,-77.194525,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Ohio,United States,2020-01-01,3,0,0,40.417287,-82.907123,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
North Carolina,United States,2020-01-01,1,0,0,35.759573,-79.0193,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Louisiana,United States,2020-01-01,3,0,0,31.244823,-92.145024,03-26-2020
Louisiana,United States,2020-01-01,17,1,0,31.244823,-92.145024,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Idaho,United States,2020-01-01,1,0,0,44.068202,-114.742041,03-26-2020
California,United States,2020-01-01,9,0,0,36.778261,-119.417932,03-26-2020
Arkansas,United States,2020-01-01,3,0,0,35.20105,-91.831833,03-26-2020
Florida,United States,2020-01-01,13,0,0,27.664827,-81.515754,03-26-2020
Pennsylvania,United States,2020-01-01,1,0,0,41.203322,-77.194525,03-26-2020
Michigan,United States,2020-01-01,22,0,0,44.314844,-85.602364,03-26-2020
California,United States,2020-01-01,2,0,0,36.778261,-119.417932,03-26-2020
Michigan,United States,2020-01-01,2,0,0,44.314844,-85.602364,03-26-2020
Michigan,United States,2020-01-01,1,0,0,44.314844,-85.602364,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Wisconsin,United States,2020-01-01,3,0,0,43.78444,-88.787868,03-26-2020
North Carolina,United States,2020-01-01,13,0,0,35.759573,-79.0193,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Michigan,United States,2020-01-01,0,0,0,44.314844,-85.602364,03-26-2020
Missouri,United States,2020-01-01,0,0,0,37.964253,-91.831833,03-26-2020
Utah,United States,2020-01-01,0,0,0,39.32098,-111.093731,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Georgia,United States,2020-01-01,2,0,0,32.157435,-82.907123,03-26-2020
Michigan,United States,2020-01-01,3,0,0,44.314844,-85.602364,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Washington,United States,2020-01-01,64,1,0,47.751074,-120.740139,03-26-2020
Virginia,United States,2020-01-01,2,0,0,37.431573,-78.656894,03-26-2020
Mississippi,United States,2020-01-01,0,0,0,32.354668,-89.398528,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
Mississippi,United States,2020-01-01,3,0,0,32.354668,-89.398528,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Alabama,United States,2020-01-01,4,1,0,32.318231,-86.902298,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Colorado,United States,2020-01-01,0,0,0,39.550051,-105.782067,03-26-2020
Florida,United States,2020-01-01,1,0,0,27.664827,-81.515754,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,1,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,2,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,1,0,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Louisiana,United States,2020-01-01,1,0,0,31.244823,-92.145024,03-26-2020
Michigan,United States,2020-01-01,17,0,0,44.314844,-85.602364,03-26-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-26-2020
Mississippi,United States,2020-01-01,16,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,31,1,0,37.964253,-91.831833,03-26-2020
North Carolina,United States,2020-01-01,1,0,0,35.759573,-79.0193,03-26-2020
Ohio,United States,2020-01-01,0,0,0,40.417287,-82.907123,03-26-2020
Oklahoma,United States,2020-01-01,1,0,0,35.007752,-97.092877,03-26-2020
Oregon,United States,2020-01-01,4,0,0,43.804133,-120.554201,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
West Virginia,United States,2020-01-01,4,0,0,38.597626,-80.454903,03-26-2020
Wisconsin,United States,2020-01-01,0,0,0,43.78444,-88.787868,03-26-2020
Virginia,United States,2020-01-01,49,2,0,37.431573,-78.656894,03-26-2020
Georgia,United States,2020-01-01,2,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,3,1,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,2,0,0,41.878003,-93.097702,03-26-2020
Mississippi,United States,2020-01-01,0,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,2,0,0,37.964253,-91.831833,03-26-2020
South Carolina,United States,2020-01-01,2,0,0,33.836081,-81.163725,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Alabama,United States,2020-01-01,159,0,0,32.318231,-86.902298,03-26-2020
Arkansas,United States,2020-01-01,23,0,0,35.20105,-91.831833,03-26-2020
Colorado,United States,2020-01-01,131,2,0,39.550051,-105.782067,03-26-2020
Florida,United States,2020-01-01,0,0,0,27.664827,-81.515754,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Idaho,United States,2020-01-01,2,0,0,44.068202,-114.742041,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,0,0,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,1,0,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,35,2,0,37.839333,-84.270018,03-26-2020
Louisiana,United States,2020-01-01,458,12,0,31.244823,-92.145024,03-26-2020
Mississippi,United States,2020-01-01,0,0,0,32.354668,-89.398528,03-26-2020
Missouri,United States,2020-01-01,10,0,0,37.964253,-91.831833,03-26-2020
Montana,United States,2020-01-01,1,0,0,46.879682,-110.362566,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
New York,United States,2020-01-01,4,0,0,43.299428,-74.217933,03-26-2020
Ohio,United States,2020-01-01,1,0,0,40.417287,-82.907123,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Oregon,United States,2020-01-01,0,0,0,43.804133,-120.554201,03-26-2020
Pennsylvania,United States,2020-01-01,0,0,0,41.203322,-77.194525,03-26-2020
Tennessee,United States,2020-01-01,4,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,7,1,0,31.968599,-99.901813,03-26-2020
Washington,United States,2020-01-01,11,0,0,47.751074,-120.740139,03-26-2020
West Virginia,United States,2020-01-01,3,0,0,38.597626,-80.454903,03-26-2020
Wisconsin,United States,2020-01-01,5,0,0,43.78444,-88.787868,03-26-2020
Louisiana,United States,2020-01-01,1,0,0,31.244823,-92.145024,03-26-2020
Mississippi,United States,2020-01-01,0,0,0,32.354668,-89.398528,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Indiana,United States,2020-01-01,4,0,0,40.551217,-85.602364,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Idaho,United States,2020-01-01,0,0,0,44.068202,-114.742041,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Kentucky,United States,2020-01-01,1,0,0,37.839333,-84.270018,03-26-2020
Kansas,United States,2020-01-01,0,0,0,39.011902,-98.484246,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Illinois,United States,2020-01-01,1,0,0,40.633125,-89.398528,03-26-2020
Arkansas,United States,2020-01-01,0,0,0,35.20105,-91.831833,03-26-2020
Georgia,United States,2020-01-01,0,0,0,32.157435,-82.907123,03-26-2020
Illinois,United States,2020-01-01,0,0,0,40.633125,-89.398528,03-26-2020
Indiana,United States,2020-01-01,36,3,0,40.551217,-85.602364,03-26-2020
Iowa,United States,2020-01-01,49,0,0,41.878003,-93.097702,03-26-2020
Kansas,United States,2020-01-01,59,1,0,39.011902,-98.484246,03-26-2020
Kentucky,United States,2020-01-01,0,0,0,37.839333,-84.270018,03-26-2020
Missouri,United States,2020-01-01,8,0,0,37.964253,-91.831833,03-26-2020
Nebraska,United States,2020-01-01,0,0,0,41.492537,-99.901813,03-26-2020
Tennessee,United States,2020-01-01,0,0,0,35.517491,-86.580447,03-26-2020
Texas,United States,2020-01-01,3,0,0,31.968599,-99.901813,03-26-2020
Wyoming,United States,2020-01-01,1,0,0,43.075968,-107.290284,03-26-2020
North Carolina,United States,2020-01-01,9,0,0,35.759573,-79.0193,03-26-2020
Oklahoma,United States,2020-01-01,0,0,0,35.007752,-97.092877,03-26-2020
Georgia,United States,2020-01-01,1,0,0,32.157435,-82.907123,03-26-2020
Iowa,United States,2020-01-01,0,0,0,41.878003,-93.097702,03-26-2020
Mississippi,United States,2020-01-01,1,0,0,32.354668,-89.398528,03-26-2020
North Carolina,United States,2020-01-01,0,0,0,35.759573,-79.0193,03-26-2020
South Dakota,United States,2020-01-01,0,0,0,43.969515,-99.901813,03-26-2020
Texas,United States,2020-01-01,0,0,0,31.968599,-99.901813,03-26-2020
Oregon,United States,2020-01-01,4,0,0,43.804133,-120.554201,03-26-2020
Utah,United States,2020-01-01,0,0,0,39.32098,-111.093731,03-26-2020
Montana,United States,2020-01-01,0,0,0,46.879682,-110.362566,03-26-2020
Alaska,United States,2020-01-01,2,0,0,63.588753,-154.493062,03-26-2020
Wisconsin,United States,2020-01-01,1,0,0,43.78444,-88.787868,03-26-2020
Pennsylvania,United States,2020-01-01,1,0,0,41.203322,-77.194525,03-26-2020
Michigan,United States,2020-01-01,10,0,0,44.314844,-85.602364,03-26-2020
Hawaii,United States,2020-01-01,0,0,0,19.898682,-155.665857,03-26-2020
Michigan,United States,2020-01-01,2,0,0,44.314844,-85.602364,03-26-2020
Minnesota,United States,2020-01-01,0,0,0,46.729553,-94.6859,03-26-2020
West Virginia,United States,2020-01-01,5,0,0,38.597626,-80.454903,03-26-2020
Minnesota,United States,2020-01-01,1,0,0,46.729553,-94.6859,03-26-2020
Illinois,United States,2020-01-01,38,1,0,40.633125,-89.398528,03-26-2020
Utah,United States,2020-01-01,0,0,0,39.32098,-111.093731,03-26-2020
Illinois,United States,2020-01-01,6,0,0,40.633125,-89.398528,03-26-2020
Missouri,United States,2020-01-01,64,0,0,37.964253,-91.831833,03-26-2020
Texas,United States,2020-01-01,1,0,0,31.968599,-99.901813,03-26-2020
Hawaii,United States,2020-01-01,2,0,0,19.898682,-155.665857,03-26-2020
